고유번호(관리번호),건물명,허가일자,사용검사일자,주차장명,주차장구분,주차장유형,주차시설형태,소재지도로명주소,소재지지번주소,총 주차구획(면) 수,법정주차구획(면) 수,계획주차구획(면) 수,일반주차구획 수,전용주차구획(장애인) 수,전용주차구획(경차) 수,전용주차구획(여성) 수,전용주차구획(전기차) 수,전용주차구획(나눔카) 수,전용주차구획(기타) 수,전기차충전기 수,방범설비유형,급지구분,부제시행구분,일반인 개방 여부,운영방식,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,소유주체,운영주체,데이터 관리기관명,전화번호,위도,경도,현장 이미지,데이터기준일자
367-3-005177,,2016-08-02,2017-07-14,덕명동 547-10번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 23(덕명동),대전광역시 유성구 덕명동 547-10,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3558621,127.309502,,2022-10-31
367-3-005178,,2015-03-31,2015-09-08,덕명동 547-11번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 21(덕명동),대전광역시 유성구 덕명동 547-11,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3558535,127.309335,,2022-10-31
367-3-005179,,,,덕명동 547-12번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 19 (덕명동),대전광역시 유성구 덕명동 547-12,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.355863,127.309168,,2022-10-31
367-3-005180,,2016-07-08,2017-01-04,덕명동 547-1번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 7(덕명동),대전광역시 유성구 덕명동 547-1,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3560166,127.309001,,2022-10-31
367-3-005181,,,,덕명동 547-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-6 (덕명동),대전광역시 유성구 덕명동 547-2,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3560162,127.309168,,2022-10-31
367-3-005182,,,,덕명동 547-3번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-10 (덕명동),대전광역시 유성구 덕명동 547-3,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3560158,127.309335,,2022-10-31
367-3-005183,,,,덕명동 547-4번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-12 (덕명동),대전광역시 유성구 덕명동 547-4,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3560153,127.309502,,2022-10-31
367-3-005184,,,,덕명동 547-5번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-16 (덕명동),대전광역시 유성구 덕명동 547-5,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3560239,127.309658,,2022-10-31
367-3-005185,,,,덕명동 547-6번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 5-18 (덕명동),대전광역시 유성구 덕명동 547-6,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3560145,127.309825,,2022-10-31
367-3-005186,,2016-08-04,2018-07-03,덕명동 547-8번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 31(덕명동),대전광역시 유성구 덕명동 547-8,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3558523,127.309814,,2022-10-31
367-3-005187,,2016-08-02,2017-07-14,덕명동 547-9번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 27(덕명동),대전광역시 유성구 덕명동 547-9,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3558617,127.309658,,2022-10-31
367-3-005188,,2011-06-08,2011-12-20,덕명동 549-2번지 주차장,민영,부설,자주식,대전광역시 유성구 덕명로98번길 28(덕명동),대전광역시 유성구 덕명동 549-2,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3556455,127.309623,,2022-10-31
367-3-005189,,,,덕명동 584번지 주차장,민영,부설,,대전광역시 유성구 덕명로98번길 6 (덕명동),대전광역시 유성구 덕명동 584,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3561078,127.308567,,2022-10-31
367-3-005190,,,,덕명동 587-10번지 주차장,민영,부설,자주식,"대전광역시 유성구 학하서로121번길 71-30 (덕명동, 머니빌)",대전광역시 유성구 덕명동 587-10,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3492239,127.297467,,2022-10-31
367-3-005191,,,,덕명동 587-11번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 107 (덕명동),대전광역시 유성구 덕명동 587-11,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3493324,127.2973,,2022-10-31
367-3-005192,,2015-05-01,2015-09-21,덕명동 587-14번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 97 (덕명동),대전광역시 유성구 덕명동 587-14,4,5,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3497645,127.297491,,2022-10-31
367-3-005193,,,,덕명동 587-15번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 93 (덕명동),대전광역시 유성구 덕명동 587-15,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3499356,127.297547,,2022-10-31
367-3-005194,,,,덕명동 587-17번지 주차장,민영,부설,자주식,"대전광역시 유성구 학하서로121번길 87 (덕명동, 정인빌라)",대전광역시 유성구 덕명동 587-17,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3502146,127.297704,,2022-10-31
367-3-005195,,2011-10-04,2013-03-28,덕명동 587-1번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 81 (덕명동),대전광역시 유성구 덕명동 587-1,4,4,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3503856,127.297794,,2022-10-31
367-3-005196,,2015-04-02,2015-10-06,덕명동 587-2번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 77 (덕명동),대전광역시 유성구 덕명동 587-2,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3503671,127.297994,,2022-10-31
367-3-005197,,2016-08-26,,덕명동 587-3번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 71-8 (덕명동),대전광역시 유성구 덕명동 587-3,2,4,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3501781,127.297882,,2022-10-31
367-3-005198,,2011-09-14,2014-08-11,덕명동 587-4번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 71-10,대전광역시 유성구 덕명동 587-4,3,5,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3500161,127.297815,,2022-10-31
367-3-005199,,,,덕명동 587-5번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 71-14 (덕명동),대전광역시 유성구 덕명동 587-5,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.349899,127.297781,,2022-10-31
367-3-005200,,2015-05-21,2015-10-29,덕명동 587-7번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 71-18,대전광역시 유성구 덕명동 587-7,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.349701,127.297669,,2022-10-31
367-3-005201,,,,덕명동 587-8번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 71-20 (덕명동),대전광역시 유성구 덕명동 587-8,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.349575,127.297613,,2022-10-31
367-3-005202,,,,덕명동 589-10번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 45-22 (덕명동),대전광역시 유성구 덕명동 589-10,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3494926,127.298125,,2022-10-31
367-3-005203,,,,덕명동 589-1번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 55-13 (덕명동),대전광역시 유성구 덕명동 589-1,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.349691,127.298059,,2022-10-31
367-3-005204,,,,덕명동 589-2번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 55-9 (덕명동),대전광역시 유성구 덕명동 589-2,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3496094,127.298259,,2022-10-31
367-3-005205,,,,덕명동 589-4번지 주차장,민영,부설,자주식,"대전광역시 유성구 학하서로121번길 55-5 (덕명동, 홍문관)",대전광역시 유성구 덕명동 589-4,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3495455,127.298593,,2022-10-31
367-3-005206,,,,덕명동 589-5번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 51 (덕명동),대전광역시 유성구 덕명동 589-5,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3496894,127.298727,,2022-10-31
367-3-005207,,,,덕명동 589-6번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 45-2 (덕명동),대전광역시 유성구 덕명동 589-6,3,,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3495719,127.298849,,2022-10-31
367-3-005208,,,,덕명동 589-7번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 45-6 (덕명동),대전광역시 유성구 덕명동 589-7,3,,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.349446,127.298726,,2022-10-31
367-3-005209,,,,덕명동 589-9번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 45-18 (덕명동),대전광역시 유성구 덕명동 589-9,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3494111,127.298269,,2022-10-31
367-3-005210,,,,덕명동 590-1번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 45-25 (덕명동),대전광역시 유성구 덕명동 590-1,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3493041,127.297812,,2022-10-31
367-3-005211,,,,덕명동 590-2번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 45-21 (덕명동),대전광역시 유성구 덕명동 590-2,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3492316,127.29799,,2022-10-31
367-3-005212,,,,덕명동 590-5번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 133 (덕명동),대전광역시 유성구 덕명동 590-5,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3489512,127.29839,,2022-10-31
367-3-005213,,,,덕명동 590-8번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 121 (덕명동),대전광역시 유성구 덕명동 590-8,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3491331,127.297745,,2022-10-31
367-3-005214,,,,덕명동 591-1번지 주차장,민영,부설,자주식,대전광역시 유성구 학하중앙로 5 (덕명동),대전광역시 유성구 덕명동 591-1,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3489809,127.297321,,2022-10-31
367-3-005215,,,,덕명동 591-2번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 120 (덕명동),대전광역시 유성구 덕명동 591-2,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3489265,127.297477,,2022-10-31
367-3-005216,,,,덕명동 591-3번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 122 (덕명동),대전광역시 유성구 덕명동 591-3,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3488811,127.297588,,2022-10-31
367-3-005217,,,,덕명동 591-4번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 124 (덕명동),대전광역시 유성구 덕명동 591-4,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3488448,127.297721,,2022-10-31
367-3-005218,,,,덕명동 591-6번지 주차장,민영,부설,자주식,대전광역시 유성구 학하서로121번길 130 (덕명동),대전광역시 유성구 덕명동 591-6,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3487629,127.298011,,2022-10-31
367-3-005219,,2013-03-04,2013-08-20,덕명동 591-8번지 주차장,민영,부설,자주식,대전광역시 유성구 학하중앙로 15,대전광역시 유성구 덕명동 591-8,3,5,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3486902,127.298289,,2022-10-31
367-3-005220,,,,덕명동 592-10번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 73 (덕명동),대전광역시 유성구 덕명동 592-10,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3483035,127.297931,,2022-10-31
367-3-005221,,,,덕명동 592-1번지 주차장,민영,부설,자주식,대전광역시 유성구 학하중앙로 6 (덕명동),대전광역시 유성구 덕명동 592-1,2,,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3485488,127.29713,,2022-10-31
367-3-005222,,,,덕명동 592-2번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 61 (덕명동),대전광역시 유성구 덕명동 592-2,4,,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3485125,127.297263,,2022-10-31
367-3-005223,,,,덕명동 592-3번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 63 (덕명동),대전광역시 유성구 덕명동 592-3,3,,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.348467,127.297408,,2022-10-31
367-3-005224,,,,덕명동 592-4번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 67 (덕명동),대전광역시 유성구 덕명동 592-4,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3484217,127.29753,,2022-10-31
367-3-005225,,,,덕명동 592-5번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 69 (덕명동),대전광역시 유성구 덕명동 592-5,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3483943,127.297664,,2022-10-31
367-3-005226,,,,덕명동 592-6번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 71 (덕명동),대전광역시 유성구 덕명동 592-6,5,,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3483579,127.297797,,2022-10-31
367-3-005227,,,,덕명동 592-7번지 주차장,민영,부설,,대전광역시 유성구 동서대로179번길 77 (덕명동),대전광역시 유성구 덕명동 592-7,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3482132,127.298031,,2022-10-31
367-3-005228,,,,덕명동 593-10번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 34 (덕명동),대전광역시 유성구 덕명동 593-10,11,,,11,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3475952,127.29648,,2022-10-31
367-3-005229,,2016-04-27,2016-08-17,덕명동 593-11번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 38,대전광역시 유성구 덕명동 593-11,0,2,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3477212,127.296547,,2022-10-31
367-3-005230,,,,덕명동 593-12번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 42 (덕명동),대전광역시 유성구 덕명동 593-12,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3478923,127.296604,,2022-10-31
367-3-005231,,,,덕명동 593-1번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 48 (덕명동),대전광역시 유성구 덕명동 593-1,12,,,12,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3482253,127.296783,,2022-10-31
367-3-005232,,,,덕명동 593-3번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 62-8 (덕명동),대전광역시 유성구 덕명동 593-3,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3480627,127.296916,,2022-10-31
367-3-005233,,,,덕명동 593-4번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 62-12 (덕명동),대전광역시 유성구 덕명동 593-4,10,,,10,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3479187,127.29686,,2022-10-31
367-3-005234,,,,덕명동 593-5번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 62-16 (덕명동),대전광역시 유성구 덕명동 593-5,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3477927,127.296804,,2022-10-31
367-3-005235,,,,덕명동 593-6번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 62-18 (덕명동),대전광역시 유성구 덕명동 593-6,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3476576,127.296736,,2022-10-31
367-3-005236,,,,덕명동 593-7번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 62-22 (덕명동),대전광역시 유성구 덕명동 593-7,8,,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3475226,127.296669,,2022-10-31
367-3-005237,,,,덕명동 593-8번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 62-24 (덕명동),대전광역시 유성구 덕명동 593-8,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3474057,127.296591,,2022-10-31
367-3-005238,,,,덕명동 593-9번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 32 (덕명동),대전광역시 유성구 덕명동 593-9,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3474602,127.296402,,2022-10-31
367-3-005239,,,,덕명동 594-1번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 24 (덕명동),대전광역시 유성구 덕명동 594-1,7,,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3472353,127.296245,,2022-10-31
367-3-005240,,,,덕명동 594-2번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 20 (덕명동),대전광역시 유성구 덕명동 594-2,1,,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3470102,127.296166,,2022-10-31
367-3-005241,,,,덕명동 596-1번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 64 (덕명동),대전광역시 유성구 덕명동 596-1,6,,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.348197,127.297284,,2022-10-31
367-3-005242,,2013-05-03,2013-10-30,덕명동 596-3번지 주차장,민영,부설,자주식,대전광역시 유성구 동서대로179번길 70,대전광역시 유성구 덕명동 596-3,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.348088,127.297629,,2022-10-31
